,UserInfo_2,UserInfo_4,UserInfo_7,UserInfo_8,UserInfo_19,UserInfo_20,UserInfo_24,target
6313,无锡,无锡,江苏,无锡,江苏省,无锡市,D,0
6314,海口,海口,海南,海口,海南省,海口市,D,0
6315,泉州,福州,福建,福州,福建省,泉州市,D,0
6316,上海,上海,不详,不详,河南省,信阳市,D,0
6317,北京,北京,北京,北京,北京市,不详,D,0
6318,淮安,淮安,江苏,淮安市,江苏省,淮安市,D,0
6319,合肥,合肥,安徽,合肥,安徽省,蚌埠市,D,0
6320,临沂,临沂,山东,临沂,山东省,不详,D,0
6321,永州,永州,江西,上饶,湖南省,永州市,D,0
6322,株洲,株洲,湖南,株洲,湖南省,株洲市,D,0
6323,南阳,南阳,河南,南阳,河南省,南阳市,D,0
6324,渭南,渭南,陕西,渭南,陕西省,渭南市,D,1
6325,张掖,张掖,甘肃,张掖市,甘肃省,不详,D,0
6326,开封,开封,河南,开封,河南省,开封市,D,0
6327,海口,海口,海南,海口,海南省,海口市,D,0
6328,运城,运城,不详,不详,山西省,不详,D,0
6329,大庆,大庆,黑龙江,大庆,黑龙江省,大庆市,D,0
6330,天津,临沂,山东,临沂,山东省,临沂市,D,0
6331,太原,德阳,四川,德阳,四川省,德阳市,D,0
6332,马鞍山,马鞍山,安徽,马鞍山,安徽省,不详,D,0
6333,湖州,湖州,浙江,湖州,浙江省,湖州市,D,0
6334,青岛,青岛,山东,青岛,山东省,不详,D,0
6335,许昌,许昌,河南,许昌,河南省,许昌市,D,0
6336,淮安,淮安,江苏,淮安,四川省,遂宁市,D,0
6337,龙岩,龙岩,福建,龙岩,福建省,不详,D,0
6338,昆明,昆明,云南,昆明,云南省,不详,D,0
6339,连云港,连云港,江苏,连云港,江苏省,连云港市,D,0
6340,南通,南通,江苏,南通,江苏省,南通市,D,0
6341,银川,银川,宁夏,银川,宁夏回族自治区,银川市,D,1
6342,丽水,丽水,不详,不详,浙江省,不详,D,0
6343,贵港,玉林,广东,深圳,广西壮族自治区,不详,D,0
6344,运城,运城,山西,运城,山西省,不详,D,0
6345,武汉,深圳,广东,广州,湖北省,不详,D,0
6346,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
6347,厦门,三明,福建,三明,福建省,三明市,D,0
6348,潍坊,潍坊,山东,潍坊,山东省,潍坊市,D,0
6349,岳阳,昆明,云南,昆明,湖南省,岳阳市,D,0
6350,重庆,重庆,不详,不详,江西省,景德镇市,D,0
6351,邯郸,邯郸,河北,邯郸市,河北省,邯郸市,D,1
6352,苏州,苏州,江苏,苏州市,江苏省,苏州市,D,0
6353,忻州,忻州,山西,忻州,山西省,不详,D,0
6354,六盘水,六盘水,贵州,六盘水,贵州省,六盘水市,D,0
6355,海口,汉中,海南,海口,陕西省,不详,D,0
6356,景德镇,景德镇,江西,景德镇,江西省,景德镇市,D,0
6357,金华,金华,浙江,金华,贵州省,不详,D,0
6358,南宁,南宁,广西,南宁市、崇左市,广西壮族自治区,玉林市,D,0
6359,泰州,泰州,江苏,泰州,江苏省,扬州市,D,0
6360,中山,广州,广东,中山,黑龙江省,牡丹江市,D,1
6361,南昌,南昌,江西,南昌,江西省,南昌市,D,0
6362,漳州,黄冈,湖北,武汉,湖北省,黄冈市,D,0
6363,三明,三明,福建,三明,江西省,不详,D,0
6364,南阳,南阳,不详,不详,河南省,南阳市,D,0
6365,丽江,丽江,云南,丽江,内蒙古自治区,锡林郭勒盟,D,0
6366,滨州,苏州,江苏,苏州,山东省,不详,D,0
6367,贵阳,贵阳,贵州,贵阳,贵州省,贵阳市,D,0
6368,乌鲁木齐,乌鲁木齐,新疆,乌鲁木齐,新疆维吾尔自治区,乌鲁木齐市,D,0
6369,镇江,镇江,不详,不详,江苏省,镇江市,D,0
6370,福州,福州,福建,福州,福建省,福州市,D,0
6371,金华,金华,浙江,金华,湖北省,恩施土家族苗族自治州,D,1
6372,庆阳,庆阳,甘肃,庆阳,甘肃省,不详,D,0
6373,荆州,荆州,湖北,荆州,湖北省,荆州市,D,0
6374,晋城,晋城,山西,晋城,山西省,晋城市,D,0
6375,南平,南平,福建,南平,福建省,南平市,D,0
6376,佛山,佛山,广东,佛山,广东省,韶关市,D,0
6377,甘孜藏族自治州,甘孜藏族自治州,不详,不详,四川省,甘孜藏族自治州,D,0
6378,大兴安岭,大兴安岭,黑龙江,大兴安岭地区,黑龙江省,大兴安岭地区,D,0
6379,泉州,漳州,福建,漳州,福建省,漳州市,D,0
6380,广州,杭州,云南,昆明,广东省,茂名市,D,0
6381,晋中,晋中,山西,晋中,山西省,不详,D,0
6382,梧州,深圳,广东,深圳,广西壮族自治区,梧州市,广西壮族自治区梧州市藤县,0
6383,常州,常州,江苏,常州市,江苏省,常州市,D,0
6384,邯郸,邯郸,河北,邯郸,河北省,邯郸市,D,0
6385,衡阳,衡阳,湖南,衡阳,湖南省,衡阳市,D,0
6386,北京,杭州,浙江,杭州,浙江省,金华市,D,0
6387,南通,南通,江苏,南通,江苏省,南通市,D,0
6388,温州,北海,重庆,重庆,重庆市,不详,D,0
6389,海口,汕头,海南,海口,江西省,萍乡市,D,0
6390,莱芜,莱芜,山东,莱芜,山东省,泰安市,D,0
6391,绍兴,怀化,湖南,怀化,湖南省,怀化市,D,0
6392,东莞,保定,广东,东莞,湖北省,荆州市,D,0
6393,重庆,重庆,不详,不详,四川省,不详,D,0
6394,成都,德阳,四川,成都,四川省,自贡市,D,0
6395,莆田,莆田,福建,漳州,福建省,龙岩市,D,0
6396,常州,常州,江苏,常州,安徽省,不详,D,0
6397,深圳,深圳,广东,深圳,湖北省,襄阳市,D,0
6398,济宁,济宁,山东,济宁,山东省,济南市,D,0
6399,宁德,杭州,浙江,杭州,福建省,不详,D,0
6400,达州,达州,四川,达州,四川省,不详,D,0
6401,舟山,舟山,浙江,舟山,浙江省,舟山市,D,0
6402,宁德,宁德,福建,宁德,福建省,不详,D,0
6403,洛阳,台州,浙江,台州,河南省,洛阳市,D,0
6404,临汾,临汾,山西,临汾,山西省,不详,D,0
6405,凉山,凉山,四川,西昌,四川省,凉山彝族自治州,D,0
6406,佛山,佛山,广东,佛山,湖南省,不详,D,0
6407,鞍山,鞍山,北京,北京市,辽宁省,辽阳市,D,0
6408,营口,营口,不详,不详,辽宁省,营口市,D,0
6409,太原,太原,山西,太原,山西省,不详,D,0
6410,徐州,南昌,江苏,徐州市,江苏省,徐州市,D,0
6411,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,1
6412,江门,江门,不详,不详,广东省,江门市,D,0
6413,郑州,郑州,河南,郑州,河南省,南阳市,D,0
6414,重庆,杭州,浙江,杭州,重庆市,不详,D,0
6415,广州,广州,广东,广州,广西壮族自治区,防城港市,D,0
6416,北京,菏泽,山东,东营,山东省,不详,D,0
6417,石家庄,石家庄,河北,石家庄,河北省,沧州市,D,0
6418,洛阳,洛阳,不详,不详,河南省,新乡市,D,0
6419,六安,六安,安徽,六安,安徽省,不详,D,1
6420,营口,营口,不详,不详,辽宁省,营口市,D,0
6421,晋中,太原,不详,不详,山西省,晋中市,D,0
6422,吉林市,吉林市,不详,不详,吉林省,吉林市,D,0
6423,泉州,福州,福建,泉州,福建省,不详,D,0
6424,广州,广州,不详,不详,新疆维吾尔自治区,乌鲁木齐市,D,0
6425,怀化,怀化,湖南,怀化,湖南省,怀化市,D,0
6426,宁波,宁波,不详,不详,广东省,清远市,D,0
6427,岳阳,岳阳,湖南,岳阳,湖南省,岳阳市,D,0
6428,徐州,徐州,江苏,徐州,江苏省,徐州市,D,0
6429,丹东,丹东,辽宁,大连,辽宁省,大连市,D,0
6430,武汉,武汉,湖北,武汉,湖北省,孝感市,D,0
6431,东莞,东莞,广东,东莞,河南省,南阳市,D,0
6432,运城,运城,山西,运城,山西省,不详,D,0
6433,曲靖,曲靖,云南,曲靖,云南省,曲靖市,D,0
6434,北海,北海,广西,北海,广西壮族自治区,北海市,D,0
6435,南阳,南阳,河南,南阳,河南省,不详,D,0
6436,广州,佛山,广东,广州,广东省,云浮市,D,0
6437,玉林,玉林,福建,三明,广西壮族自治区,玉林市,D,0
6438,哈密,阿拉善盟,内蒙古,阿拉善盟,河南省,不详,D,0
6439,常德,江门,广东,江门,湖南省,常德市,D,0
6440,台州,台州,浙江,台州,浙江省,台州市,D,0
6441,黄山,黄山,安徽,黄山,安徽省,黄山市,D,0
6442,济南,潍坊,重庆,重庆市,山东省,潍坊市,D,0
6443,桂林,桂林,广西,桂林,广西壮族自治区,桂林市,D,0
6444,潮州,潮州,广东,潮州,广东省,潮州市,D,0
6445,三明,三明,福建,三明,福建省,三明市,D,0
6446,大连,大连,辽宁,大连,辽宁省,大连市,D,1
6447,泉州,泉州,福建,泉州,贵州省,毕节地区,D,0
6448,柳州,南宁,广西,柳州,广西壮族自治区,不详,D,0
6449,临沂,汕尾,山东,临沂,山东省,临沂市,D,0
6450,梅州,梅州,四川,绵阳,广东省,梅州市,D,0
6451,绍兴,绍兴,浙江,绍兴,陕西省,宝鸡市,D,0
6452,烟台,烟台,山东,烟台,山东省,烟台市,D,0
6453,秦皇岛,秦皇岛,河北,秦皇岛,河北省,秦皇岛市,D,0
6454,厦门,福州,福建,厦门,四川省,不详,D,0
6455,宁波,宁波,浙江,宁波,浙江省,宁波市,D,0
6456,泉州,厦门,福建,泉州市,湖北省,武汉市,D,0
6457,温州,重庆,重庆,重庆,四川省,不详,D,0
6458,广州,潮州,广东,广州,广东省,汕头市,D,0
6459,济南,济南,山东,济南,山东省,济南市,D,0
6460,柳州,崇左,广西,南宁,广西壮族自治区,不详,D,0
6461,阿克苏,阿克苏,不详,不详,新疆维吾尔自治区,阿克苏地区,D,0
6462,温州,温州,浙江,温州,浙江省,温州市,D,0
6463,桂林,百色,广西,河池,广西壮族自治区,不详,D,0
6464,上海,上海,不详,不详,上海市,不详,D,0
6465,滨州,滨州,山东,滨州,山东省,不详,D,0
6466,张家口,张家口,河北,张家口市,河北省,不详,D,0
6467,娄底,湘潭,湖南,湘潭,湖南省,不详,D,0
6468,厦门,北京,福建,厦门,黑龙江省,齐齐哈尔市,D,0
6469,镇江,镇江,江苏,镇江,江苏省,镇江市,D,1
6470,开封,开封,河南,开封,河南省,开封市,D,0
6471,莆田,莆田,福建,莆田,福建省,莆田市,D,0
6472,太原,太原,山西,太原,山西省,太原市,D,0
6473,芜湖,上海,不详,不详,安徽省,不详,D,0
6474,重庆,重庆,重庆,重庆,四川省,不详,D,0
6475,潍坊,济宁,山东,潍坊,山东省,泰安市,D,0
6476,深圳,深圳,广东,深圳,广东省,深圳市,D,0
6477,韶关,韶关,广东,韶关,广东省,韶关市,D,0
6478,深圳,阳江,广东,深圳,广东省,揭阳市,D,0
6479,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,红河,云南省,红河哈尼族彝族自治州,D,0
6480,潮州,潮州,广东,潮州,广东省,潮州市,D,0
6481,深圳,江门,广东,江门,广东省,汕尾市,D,0
6482,邢台,邢台,河北,邢台,河北省,邢台市,D,0
6483,金华,金华,浙江,金华,浙江省,金华市,D,0
6484,潍坊,聊城,不详,不详,山东省,聊城市,D,0
6485,厦门,莆田,福建,莆田,福建省,莆田市,D,0
6486,烟台,烟台,不详,不详,山东省,烟台市,D,0
6487,廊坊,天津,天津,天津,河北省,廊坊市,D,0
6488,十堰,十堰,湖北,十堰,湖北省,十堰市,D,0
6489,上海,唐山,不详,不详,河北省,唐山市,D,0
6490,安阳,成都,不详,不详,河南省,安阳市,D,0
6491,邯郸,邯郸,不详,不详,河北省,邯郸市,D,0
6492,上海,上海,不详,不详,山东省,临沂市,D,0
6493,西安,上海,陕西,西安,甘肃省,不详,D,0
6494,池州,池州,安徽,池州市,安徽省,不详,D,0
6495,南阳,南阳,河南,南阳,河南省,南阳市,D,0
6496,广州,广州,广东,广州,广东省,汕头市,D,0
6497,惠州,惠州,广东,惠州,广东省,惠州市,D,0
6498,长沙,长沙,不详,不详,湖南省,常德市,D,0
6499,茂名,茂名,广东,深圳,广东省,茂名市,广东省化州市河西街道,1
6500,鹤壁,鹤壁,河南,鹤壁,河南省,鹤壁市,D,0
6501,福州,福州,福建,福州,福建省,福州市,D,0
6502,合肥,三明,安徽,合肥,安徽省,合肥市,D,0
6503,衡水,衡水,河北,衡水市,河北省,衡水市,D,0
6504,深圳,深圳,广东,深圳,陕西省,宝鸡市,D,0
6505,泰安,泰安,山东,泰安,山东省,泰安市,D,0
6506,上海,上海,不详,不详,上海市,上海市,D,0
6507,聊城,聊城,山东,聊城,山东省,不详,D,0
6508,吉安,吉安,浙江,金华,江西省,不详,D,0
6509,钦州,钦州,广西,钦州,广西壮族自治区,不详,D,0
6510,承德,承德,河北,承德,河北省,承德市,D,0
6511,宁波,台州,浙江,台州,浙江省,台州市,D,0
6512,金华,金华,浙江,金华,浙江省,金华市,D,1
6513,江门,江门,广东,江门,广东省,江门市,D,0
6514,重庆,重庆,不详,不详,重庆市,不详,D,0
6515,苏州,台州,四川,资阳,四川省,内江市,D,0
6516,晋中,晋中,山西,晋中,山西省,不详,D,0
6517,常州,常州,江苏,常州,江苏省,常州市,D,1
6518,杭州,杭州,不详,不详,浙江省,杭州市,D,1
6519,潍坊,潍坊,山东,潍坊,山东省,潍坊市,D,0
6520,荆州,武汉,湖北,武汉,湖北省,荆州市,D,0
6521,深圳,深圳,广东,深圳,四川省,不详,D,0
6522,银川,北京,宁夏,银川,宁夏回族自治区,银川市,D,0
6523,深圳,揭阳,广东,汕头,江西省,赣州市,D,1
6524,湛江,湛江,广东,湛江,广东省,湛江市,D,0
6525,广州,广州,不详,不详,广东省,广州市,D,0
6526,安庆,沈阳,辽宁,本溪,安徽省,安庆市,D,0
6527,深圳,广州,广东,江门,广东省,阳江市,D,0
6528,廊坊,廊坊,河北,廊坊市,河北省,廊坊市,D,0
6529,宜昌,贵阳,贵州,毕节地区,贵州省,不详,D,0
6530,淮安,淮安,不详,不详,江苏省,盐城市,D,0
6531,济南,济南,山东,济南,山东省,济南市,D,1
6532,温州,温州,不详,不详,浙江省,温州市,D,0
6533,湖州,湖州,浙江,湖州,浙江省,湖州市,D,0
6534,杭州,嘉兴,浙江,杭州,浙江省,不详,浙江省杭州市下城区,0
6535,海口,海口,海南,海口,海南省,海口市,D,0
6536,温州,汉中,浙江,温州,浙江省,温州市,D,0
6537,贵阳,贵阳,贵州,贵阳,湖南省,益阳市,D,0
6538,济宁,济宁,安徽,芜湖,山东省,济宁市,D,1
6539,日照,日照,山东,日照,山东省,日照市,D,1
6540,青岛,青岛,山东,青岛,山东省,日照市,D,0
6541,松原,松原,吉林,长春,吉林省,松原市,D,0
6542,赣州,杭州,不详,不详,江西省,赣州市,D,0
6543,安阳,濮阳,不详,不详,河南省,安阳市,D,0
6544,汕头,汕头,广东,汕头,广东省,汕头市,D,0
6545,中山,赣州,广东,中山,广西壮族自治区,不详,D,0
6546,盐城,盐城,江苏,盐城,江苏省,盐城市,D,0
6547,滨州,滨州,山东,滨州,山东省,不详,D,0
6548,聊城,聊城,山东,聊城,山东省,不详,D,0
6549,深圳,东莞,广东,深圳,湖南省,衡阳市,D,0
6550,六安,六安,安徽,六安,安徽省,不详,D,0
6551,深圳,金华,浙江,金华,浙江省,温州市,D,0
6552,南平,南平,福建,南平,福建省,南平市,D,0
6553,保定,南昌,江西,南昌,河北省,保定市,D,1
6554,南充,南充,四川,南充,四川省,不详,D,0
6555,广州,广州,广东,广州,广东省,广州市,D,0
6556,荆州,荆州,湖北,恩施土家族苗族自治州,湖北省,荆州市,D,0
6557,温州,温州,浙江,温州,湖南省,邵阳市,D,0
6558,合肥,合肥,安徽,合肥,安徽省,合肥市,D,0
6559,南平,南平,福建,南平,福建省,南平市,D,0
6560,舟山,舟山,浙江,舟山,浙江省,舟山市,D,0
6561,成都,成都,四川,成都,四川省,绵阳市,D,0
6562,济南,济南,山东,济南,山东省,聊城市,D,0
6563,深圳,深圳,广东,深圳,河南省,郑州市,D,0
6564,保山,保山,云南,保山,云南省,不详,D,0
6565,徐州,徐州,江苏,徐州,江苏省,徐州市,D,0
6566,无锡,无锡,江苏,无锡,江苏省,无锡市,D,1
6567,烟台,烟台,山东,烟台市,山东省,不详,D,1
6568,楚雄彝族自治州,楚雄彝族自治州,云南,楚雄,云南省,楚雄彝族自治州,D,0
6569,苏州,淮安,不详,不详,江苏省,淮安市,D,1
6570,赣州,赣州,不详,不详,江西省,不详,D,1
6571,太原,北京,不详,不详,山西省,不详,D,0
6572,龙岩,龙岩,福建,龙岩,福建省,龙岩市,D,0
6573,郑州,洛阳,河南,洛阳,河南省,洛阳市,D,0
6574,洛阳,洛阳,河南,洛阳,陕西省,不详,D,0
6575,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
6576,苏州,苏州,不详,不详,四川省,不详,D,1
6577,安庆,安庆,安徽,安庆,安徽省,安庆市,D,0
6578,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
6579,南宁,南宁,广西,南宁,广西壮族自治区,防城港市,D,0
6580,泸州,泸州,四川,泸州,四川省,泸州市,D,0
6581,邯郸,邯郸,河北,邯郸,河北省,邯郸市,D,0
6582,杭州,西安,四川,成都,四川省,乐山市,D,0
6583,通辽,通辽,内蒙古,通辽,内蒙古自治区,不详,D,0
6584,黄山,黄山,不详,不详,安徽省,黄山市,D,1
6585,西双版纳傣族自治州,西双版纳傣族自治州,云南,西双版纳,云南省,西双版纳傣族自治州,D,0
6586,钦州,钦州,广西,钦州,广西壮族自治区,钦州市,D,0
6587,杭州,菏泽,浙江,杭州,山东省,不详,D,0
6588,玉溪,昆明,云南,昆明,云南省,不详,D,0
6589,成都,焦作,河南,焦作,河南省,焦作市,D,0
6590,荆门,荆门,内蒙古,鄂尔多斯,湖北省,不详,D,0
6591,,,云南,思茅,云南省,不详,D,0
6592,佳木斯,哈尔滨,不详,不详,黑龙江省,佳木斯市,D,0
6593,青岛,青岛,山东,青岛,山东省,济宁市,D,0
6594,包头,包头,内蒙古,包头,内蒙古自治区,包头市,D,0
6595,抚州,抚州,江西,抚州市,江西省,不详,D,0
6596,滨州,滨州,山东,滨州,山东省,不详,D,0
6597,厦门,泉州,福建,泉州,福建省,泉州市,D,0
6598,临汾,临汾,山西,临汾,山西省,不详,D,1
6599,泰安,泰安,山东,泰安,山东省,泰安市,D,0
6600,乌鲁木齐,乌鲁木齐,新疆,乌鲁木齐,陕西省,渭南市,D,0
6601,宁德,宁德,福建,宁德,福建省,不详,D,0
6602,荆州,深圳,广东,深圳,湖北省,不详,D,0
6603,石家庄,石家庄,河北,石家庄,河北省,石家庄市,D,0
6604,常德,温州,湖南,常德,浙江省,温州市,D,0
6605,广州,中山,广东,中山市,广东省,河源市,D,1
6606,沧州,沧州,河北,沧州,吉林省,吉林市,D,0
6607,淮安,淮安,江苏,淮安,江苏省,宿迁市,D,0
6608,信阳,信阳,河南,信阳,河南省,信阳市,D,0
6609,萍乡,萍乡,江西,萍乡,江西省,萍乡市,D,0
6610,包头,包头,内蒙古,包头,内蒙古自治区,包头市,D,0
6611,泉州,泉州,不详,不详,福建省,泉州市,D,0
6612,滁州,滁州,安徽,滁州,安徽省,滁州市,D,0
6613,龙岩,龙岩,福建,龙岩,福建省,龙岩市,D,0
6614,韶关,娄底,广东,江门,广东省,佛山市,D,0
6615,枣庄,北京,北京,北京,山东省,枣庄市,D,0
6616,黔南,黔南,贵州,都匀,贵州省,黔南布依族苗族自治州,D,0
6617,衡水,衡水,河北,衡水,河北省,不详,D,0
6618,长沙,张家界,不详,不详,湖南省,常德市,D,0
6619,大庆,大庆,黑龙江,大庆,黑龙江省,大庆市,D,0
6620,台州,武汉,河南,开封,河南省,开封市,D,0
6621,泉州,泉州,福建,泉州,福建省,泉州市,D,0
6622,深圳,深圳,广东,深圳,湖北省,随州市,D,0
6623,海口,海口,海南,海口,广东省,汕尾市,D,0
6624,重庆,重庆,重庆,重庆,重庆市,重庆市,D,0
6625,黔南,贵阳,贵州,贵阳,贵州省,黔南布依族苗族自治州,D,0
6626,北海,北海,广西,北海,广西壮族自治区,北海市,D,0
6627,东莞,东莞,广东,东莞,湖北省,荆州市,D,0
6628,咸阳,西安,陕西,咸阳,陕西省,咸阳市,D,0
6629,马鞍山,马鞍山,安徽,马鞍山,安徽省,马鞍山市,D,0
6630,泰安,东莞,湖南,常德,湖南省,常德市,D,0
6631,娄底,娄底,湖南,娄底,湖南省,不详,D,0
6632,重庆,重庆,江苏,南京,江苏省,盐城市,江苏省南京市鼓楼区,0
6633,延边朝鲜族自治州,延边朝鲜族自治州,吉林,延边,吉林省,延边朝鲜族自治州,D,0
6634,临汾,临汾,山西,临汾,山西省,不详,D,1
6635,武威,武威,甘肃,武威,甘肃省,不详,D,0
6636,呼和浩特,呼和浩特,不详,不详,内蒙古自治区,不详,D,0
6637,惠州,惠州,广东,惠州,广东省,惠州市,D,0
6638,邯郸,邯郸,河北,邯郸,河北省,邯郸市,D,0
6639,长春,,吉林,长春,黑龙江省,齐齐哈尔市,D,0
6640,海口,海口,海南,海口,海南省,海口市,D,0
6641,海口,周口,海南,海口,河南省,不详,D,0
6642,三明,三明,福建,三明,福建省,三明市,D,0
6643,沧州,沧州,河北,沧州,吉林省,通化市,D,0
6644,太原,太原,山西,太原,山西省,太原市,D,0
6645,烟台,福州,福建,福州,四川省,广安市,D,0
6646,长沙,长沙,湖南,长沙,湖南省,长沙市,D,0
6647,通化,丹东,吉林,通化,吉林省,通化市,D,1
6648,厦门,漳州,福建,漳州,福建省,漳州市,D,0
6649,泉州,泉州,福建,泉州,福建省,泉州市,D,1
6650,上海,上海,不详,不详,福建省,南平市,D,1
6651,绍兴,绍兴,浙江,绍兴,河南省,不详,D,0
6652,南京,南京,江苏,南京,江苏省,南京市,D,1
6653,太原,太原,山西,太原,山西省,不详,D,0
6654,湖州,湖州,浙江,湖州,浙江省,湖州市,D,0
6655,白山,白山,不详,不详,吉林省,白山市,D,1
6656,广州,广州,广东,广州,广东省,广州市,D,0
6657,哈尔滨,哈尔滨,黑龙江,哈尔滨,黑龙江省,哈尔滨市,D,0
6658,成都,成都,四川,成都,四川省,成都市,D,0
6659,保定,保定,河北,保定,河北省,保定市,D,0
6660,嘉兴,杭州,浙江,嘉兴,浙江省,嘉兴市,D,0
6661,长沙,长沙,湖南,长沙,湖北省,恩施土家族苗族自治州,D,0
6662,沧州,沧州,河北,沧州,河北省,沧州市,D,0
6663,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
6664,镇江,镇江,不详,不详,江苏省,镇江市,D,0
6665,宣城,杭州,不详,不详,安徽省,不详,D,0
6666,绵阳,绵阳,四川,绵阳市,四川省,绵阳市,D,0
6667,宿迁,宿迁,浙江,温州,江苏省,宿迁市,D,0
6668,内江,内江,四川,资阳,四川省,内江市,四川省资阳市安岳县,0
6669,烟台,烟台,山东,青岛,山东省,烟台市,D,0
6670,深圳,佛山,广东,深圳,湖南省,不详,D,0
6671,徐州,徐州,江苏,徐州,山东省,不详,D,0
6672,盐城,盐城,江苏,盐城,江苏省,盐城市,D,0
6673,临沂,临沂,山东,临沂,山东省,不详,D,0
6674,吴忠,西安,宁夏,银川,宁夏回族自治区,吴忠市,D,0
6675,邵阳,邵阳,湖南,邵阳,湖南省,邵阳市,D,0
6676,贵阳,贵阳,贵州,贵阳,贵州省,贵阳市,D,0
6677,海口,海口,海南,海口,海南省,海口市,D,0
6678,无锡,苏州,不详,不详,江苏省,盐城市,D,0
6679,运城,嘉兴,山西,运城,山西省,不详,D,0
6680,漳州,漳州,福建,漳州,福建省,漳州市,D,0
6681,鄂尔多斯,鄂尔多斯,内蒙古,鄂尔多斯,内蒙古自治区,不详,D,0
6682,酒泉,酒泉,甘肃,酒泉,甘肃省,不详,D,0
6683,鄂尔多斯,鄂尔多斯,内蒙古,鄂尔多斯,内蒙古自治区,不详,D,0
6684,赣州,赣州,江西,赣州,江西省,赣州市,D,0
6685,六盘水,六盘水,贵州,六盘水,贵州省,六盘水市,D,0
6686,运城,临汾,山西,运城,山西省,不详,D,0
6687,西安,西安,陕西,西安市,陕西省,咸阳市,D,0
6688,张掖,张掖,不详,不详,甘肃省,不详,D,0
6689,张家口,张家口,不详,不详,河北省,张家口市,D,0
6690,太原,太原,山西,太原,山西省,不详,D,0
6691,上海,上海,不详,不详,安徽省,不详,D,0
6692,泰州,无锡,江苏,泰州,江苏省,泰州市,D,1
6693,株洲,株洲,湖南,株洲,湖南省,株洲市,D,0
6694,临汾,临汾,山西,临汾,山西省,不详,D,0
6695,宜昌,武汉,湖北,武汉,湖北省,宜昌市,D,0
6696,临汾,临汾,山西,临汾,山西省,不详,D,1
6697,西安,西安,陕西,西安,宁夏回族自治区,石嘴山市,D,0
6698,梧州,梧州,广西,梧州,广西壮族自治区,梧州市,D,0
6699,榆林,榆林,陕西,榆林,陕西省,不详,D,0
6700,重庆,大理白族自治州,重庆,万州,四川省,不详,D,0
6701,滨州,滨州,山东,滨州,山东省,不详,D,0
6702,东莞,汕头,广东,汕头,广东省,汕头市,广东省汕头市潮南区,0
6703,深圳,贵阳,贵州,贵阳,贵州省,毕节地区,D,0
6704,重庆,重庆,重庆,重庆,重庆市,不详,D,0
6705,银川,定西,广东,东莞,甘肃省,不详,D,0
6706,长治,长治,山西,长治,山西省,长治市,D,0
6707,黔南,温州,不详,不详,浙江省,温州市,D,0
6708,沧州,常州,江苏,常州,河北省,沧州市,D,1
6709,梅州,梅州,广东,梅州,广东省,梅州市,D,0
6710,泉州,泉州,福建,泉州,福建省,不详,D,0
6711,怀化,怀化,湖南,怀化,湖南省,不详,D,0
6712,石家庄,石家庄,河北,石家庄,安徽省,安庆市,D,0
6713,武汉,武汉,湖北,武汉,湖北省,鄂州市,D,0
6714,昆明,昆明,云南,昆明,云南省,红河哈尼族彝族自治州,D,0
6715,常州,常州,江苏,常州,江苏省,盐城市,D,0
6716,莆田,莆田,福建,莆田,福建省,莆田市,D,0
6717,苏州,苏州,江苏,苏州,江苏省,苏州市,D,0
6718,淄博,淄博,山东,淄博,山东省,淄博市,D,0
6719,南阳,南阳,河南,南阳,河南省,南阳市,D,0
6720,南充,南充,四川,南充,四川省,南充市,D,0
6721,漳州,漳州,福建,漳州,福建省,漳州市,D,0
6722,汕头,揭阳,广东,汕头,广东省,汕头市,D,0
6723,临汾,临汾,山西,临汾,山西省,不详,D,0
6724,天津,天津,天津,天津,天津市,不详,D,0
6725,周口,周口,不详,不详,河南省,不详,D,0
6726,唐山,唐山,河北,唐山,河北省,唐山市,D,0
6727,漳州,漳州,福建,漳州,福建省,漳州市,D,0
6728,黔东南,黔东南,贵州,凯里,贵州省,黔东南苗族侗族自治州,D,1
6729,岳阳,岳阳,湖南,岳阳,湖南省,岳阳市,D,0
6730,新乡,新乡,河南,新乡,河南省,新乡市,D,0
6731,巴彦淖尔盟,巴彦淖尔盟,内蒙古,临河,内蒙古自治区,不详,D,0
6732,盘锦,盘锦,辽宁,盘锦,辽宁省,盘锦市,D,0
6733,杭州,成都,四川,成都,安徽省,不详,D,0
6734,烟台,烟台,山东,烟台,山东省,烟台市,D,0
6735,济宁,济宁,山东,济宁,山东省,济宁市,D,0
6736,深圳,钦州,广西,防城港市,广西壮族自治区,钦州市,D,0
6737,银川,银川,宁夏,银川,宁夏回族自治区,银川市,D,0
6738,滨州,滨州,山东,滨州,山东省,不详,D,1
6739,沧州,沧州,河北,沧州,河北省,沧州市,河北省沧州市献县,0
6740,石家庄,石家庄,河北,石家庄,河北省,不详,D,0
6741,宁波,宁波,浙江,宁波,浙江省,宁波市,D,0
6742,自贡,自贡,四川,自贡,四川省,自贡市,D,0
6743,,宜昌,湖北,宜昌,湖北省,恩施土家族苗族自治州,D,0
